"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.url","Answer.asian_victim","Answer.country","Answer.incident_type","Answer.offender_race","Answer.state","Answer.town","Answer.year","Approve","Reject"
"3BCRDCM0PKGM0BMEB9F1JURLOZ26KI","33GOZHXTKEG0WE0GB3WNP2O00A7SFK","Does this article depict hate against Asian or Pacific Islander persons?","Read the article and answer a few short questions.","article, read, classify, hate crime","$0.08","Wed May 05 12:30:12 PDT 2021","3","BatchId:4431949;OriginalHitTemplateId:928390873;","3600","432000","Wed May 12 12:30:12 PDT 2021","","","345LHZDED5E4S822CNQ67YKM5S13UZ","A2GERXCW2OSMS7","Submitted","Wed May 05 13:32:41 PDT 2021","Wed May 05 13:33:55 PDT 2021","Mon May 10 13:33:55 PDT 2021","","","","74","0% (0/0)","0% (0/0)","0% (0/0)","https://abc7.com/huong-tich-buddhist-temple-oc-santa-ana-hate-crime/8282705/","true","United States of America","specific incident","unknown","CA","Santa Ana","2020"
"3BCRDCM0PKGM0BMEB9F1JURLOZ26KI","33GOZHXTKEG0WE0GB3WNP2O00A7SFK","Does this article depict hate against Asian or Pacific Islander persons?","Read the article and answer a few short questions.","article, read, classify, hate crime","$0.08","Wed May 05 12:30:12 PDT 2021","3","BatchId:4431949;OriginalHitTemplateId:928390873;","3600","432000","Wed May 12 12:30:12 PDT 2021","","","34T446B1C80CPMM579NNBU09VGEC07","A1KR49KPV5J9BM","Submitted","Wed May 05 14:06:29 PDT 2021","Wed May 05 14:08:19 PDT 2021","Mon May 10 14:08:19 PDT 2021","","","","110","0% (0/0)","0% (0/0)","0% (0/0)","https://abc7.com/huong-tich-buddhist-temple-oc-santa-ana-hate-crime/8282705/","true","United States of America","specific incident","unknown","CA","Santa Ana","unknown"
"3BCRDCM0PKGM0BMEB9F1JURLOZ26KI","33GOZHXTKEG0WE0GB3WNP2O00A7SFK","Does this article depict hate against Asian or Pacific Islander persons?","Read the article and answer a few short questions.","article, read, classify, hate crime","$0.08","Wed May 05 12:30:12 PDT 2021","3","BatchId:4431949;OriginalHitTemplateId:928390873;","3600","432000","Wed May 12 12:30:12 PDT 2021","","","3I0BTBYZA57PSPNA315C8LSSY4VY00","A21F3JVYYDOQ7W","Submitted","Wed May 05 14:02:37 PDT 2021","Wed May 05 14:06:37 PDT 2021","Mon May 10 14:06:37 PDT 2021","","","","240","0% (0/0)","0% (0/0)","0% (0/0)","https://abc7.com/huong-tich-buddhist-temple-oc-santa-ana-hate-crime/8282705/","false","United States of America","neither","unknown","CA","Santa Ana","2020"
"34YWR3PJ3FWX60Z683E90NPW75V0X0","33GOZHXTKEG0WE0GB3WNP2O00A7SFK","Does this article depict hate against Asian or Pacific Islander persons?","Read the article and answer a few short questions.","article, read, classify, hate crime","$0.08","Wed May 05 12:30:12 PDT 2021","3","BatchId:4431949;OriginalHitTemplateId:928390873;","3600","432000","Wed May 12 12:30:12 PDT 2021","","","3OE22WJIGQAWZ984AY22K6DXFKEUQS","A21F3JVYYDOQ7W","Submitted","Wed May 05 13:28:52 PDT 2021","Wed May 05 13:34:46 PDT 2021","Mon May 10 13:34:46 PDT 2021","","","","354","0% (0/0)","0% (0/0)","0% (0/0)","https://abc7news.com/grandmother-elder-abuse-san-francisco-visitacion-valley-neighborhood/5049856/","false","United States of America","neither","unknown","CA","SAN FRANCISCO","2019"
"34YWR3PJ3FWX60Z683E90NPW75V0X0","33GOZHXTKEG0WE0GB3WNP2O00A7SFK","Does this article depict hate against Asian or Pacific Islander persons?","Read the article and answer a few short questions.","article, read, classify, hate crime","$0.08","Wed May 05 12:30:12 PDT 2021","3","BatchId:4431949;OriginalHitTemplateId:928390873;","3600","432000","Wed May 12 12:30:12 PDT 2021","","","3Q5C1WP23UNRXQY8OI4FBTD98RP15I","A3UE88R27SE9DR","Submitted","Wed May 05 12:41:55 PDT 2021","Wed May 05 12:42:37 PDT 2021","Mon May 10 12:42:37 PDT 2021","","","","42","0% (0/0)","0% (0/0)","0% (0/0)","https://abc7news.com/grandmother-elder-abuse-san-francisco-visitacion-valley-neighborhood/5049856/","true","United States of America","specific incident","unknown","CA","San Francisco","2019"
"34YWR3PJ3FWX60Z683E90NPW75V0X0","33GOZHXTKEG0WE0GB3WNP2O00A7SFK","Does this article depict hate against Asian or Pacific Islander persons?","Read the article and answer a few short questions.","article, read, classify, hate crime","$0.08","Wed May 05 12:30:12 PDT 2021","3","BatchId:4431949;OriginalHitTemplateId:928390873;","3600","432000","Wed May 12 12:30:12 PDT 2021","","","3XCC1ODXDTX4JHGN647XFVQD8L7RQI","AG84LFU7TMBF1","Submitted","Wed May 05 12:59:42 PDT 2021","Wed May 05 13:01:59 PDT 2021","Mon May 10 13:01:59 PDT 2021","","","","137","0% (0/0)","0% (0/0)","0% (0/0)","https://abc7news.com/grandmother-elder-abuse-san-francisco-visitacion-valley-neighborhood/5049856/","true","United States of America","specific incident","unknown","CA","San Francisco","2019"
"35ZRNT9RVPK6TJKBQZ9WJ8WAYDA3OT","33GOZHXTKEG0WE0GB3WNP2O00A7SFK","Does this article depict hate against Asian or Pacific Islander persons?","Read the article and answer a few short questions.","article, read, classify, hate crime","$0.08","Wed May 05 12:30:12 PDT 2021","3","BatchId:4431949;OriginalHitTemplateId:928390873;","3600","432000","Wed May 12 12:30:12 PDT 2021","","","32VNZTT0AFQXUCTP870KCSP8CSLR4U","A24JKHC4HTY6CD","Submitted","Wed May 05 12:30:58 PDT 2021","Wed May 05 12:36:19 PDT 2021","Mon May 10 12:36:19 PDT 2021","","","","321","100% (2/2)","100% (1/1)","0% (0/0)","https://abc7news.com/leronne-armstrong-oakland-police-chinatown-violence-chief-crime/10331282/","unknown","United States of America","discusses hate","unknown","unknown","unknown","unknown"
"35ZRNT9RVPK6TJKBQZ9WJ8WAYDA3OT","33GOZHXTKEG0WE0GB3WNP2O00A7SFK","Does this article depict hate against Asian or Pacific Islander persons?","Read the article and answer a few short questions.","article, read, classify, hate crime","$0.08","Wed May 05 12:30:12 PDT 2021","3","BatchId:4431949;OriginalHitTemplateId:928390873;","3600","432000","Wed May 12 12:30:12 PDT 2021","","","3KB8R4ZV1MTQQL5K7BGVL2H7KC5GB9","A21F3JVYYDOQ7W","Submitted","Wed May 05 14:20:56 PDT 2021","Wed May 05 14:23:57 PDT 2021","Mon May 10 14:23:57 PDT 2021","","","","181","0% (0/0)","0% (0/0)","0% (0/0)","https://abc7news.com/leronne-armstrong-oakland-police-chinatown-violence-chief-crime/10331282/","true","United States of America","discusses hate","unknown","CA","Oakland's Chinatown","2021"
"35ZRNT9RVPK6TJKBQZ9WJ8WAYDA3OT","33GOZHXTKEG0WE0GB3WNP2O00A7SFK","Does this article depict hate against Asian or Pacific Islander persons?","Read the article and answer a few short questions.","article, read, classify, hate crime","$0.08","Wed May 05 12:30:12 PDT 2021","3","BatchId:4431949;OriginalHitTemplateId:928390873;","3600","432000","Wed May 12 12:30:12 PDT 2021","","","3L70J4KAZO8IVRQ1Z7FRK6U4P2YDAV","AF1WAWGK3NIHN","Submitted","Wed May 05 13:31:47 PDT 2021","Wed May 05 13:32:28 PDT 2021","Mon May 10 13:32:28 PDT 2021","","","","41","0% (0/0)","0% (0/0)","0% (0/0)","https://abc7news.com/leronne-armstrong-oakland-police-chinatown-violence-chief-crime/10331282/","true","United States of America","discusses hate","unknown","CA","Oakland","2021"
"3X55NP42FV2OEJWC5ZMB88108I63PA","33GOZHXTKEG0WE0GB3WNP2O00A7SFK","Does this article depict hate against Asian or Pacific Islander persons?","Read the article and answer a few short questions.","article, read, classify, hate crime","$0.08","Wed May 05 12:30:12 PDT 2021","3","BatchId:4431949;OriginalHitTemplateId:928390873;","3600","432000","Wed May 12 12:30:12 PDT 2021","","","3I02618YA8SBZX7PALNDK1NNAO5PU9","A2E1HOTKPZR12R","Submitted","Wed May 05 15:02:50 PDT 2021","Wed May 05 15:05:12 PDT 2021","Mon May 10 15:05:12 PDT 2021","","","","142","0% (0/0)","0% (0/0)","0% (0/0)","https://abc7news.com/lin-leong-connie-ho-san-francisco-chinatown/736711/","true","United States of America","specific incident","unknown","CA","San Francisco","2015"
