Input.url,Answer.asian_hate_crime,Answer.reference_hate
https://www.newsweek.com/eight-good-reasons-we-all-including-trump-should-fear-putin-711409,FALSE,FALSE
https://www.kgw.com/article/news/purse-snatchers-targeting-elderly-asian-women-in-southeast-portland/283-98ecd8d6-ea19-4656-a607-c156843bf4d3,TRUE,TRUE
https://www.voanews.com/student-union/racist-attacks-syracuse-university-spark-controversy-fear,TRUE,TRUE
https://www.nytimes.com/interactive/2016/10/17/us/asian-american-confronting-racism.html,FALSE,FALSE
https://www.nytimes.com/2018/04/06/nyregion/new-rochelle-high-school-stabbing-integration.html,FALSE,FALSE
https://www.freep.com/story/news/columnists/rochelle-riley/2016/02/06/dr-mona-hanna-attisha-goes-doctor-global-hero/79772514/,FALSE,FALSE
https://sg.news.yahoo.com/shanmugam-surprised-by-outcome-of-molest-case-involving-nus-student-agc-to-appeal-verdict-060510237.html,FALSE,FALSE
https://www.thecity.nyc/2021/2/11/22279407/anti-asian-hate-crime-surge-fuels-demands-for-systemic-and-sensitive-responses,TRUE,TRUE
https://www.nbcboston.com/news/local/twitter-user-who-offered-500-for-killling-ice-agent-acquitted/2045538/,FALSE,FALSE
https://www.nytimes.com/2017/05/19/us/politics/fcc-security-reporter.html,FALSE,FALSE
https://www.ctvnews.ca/canada/small-plane-crashes-in-sask-passengers-and-pilot-survive-1.1218081,FALSE,FALSE
https://mashable.com/2012/06/20/pedobear-sandusky/,FALSE,FALSE
https://www.nydailynews.com/news/crime/test-nj-mom-decapitated-toddler-pcp-article-1.1213195,FALSE,FALSE
https://www.ocregister.com/mission-viejo-caregiver-massage-therapist-charged-with-raping-1-patient-sexually-assaulting-2-clients,FALSE,FALSE
https://www.abc.net.au/news/2011-02-02/mexico-complains-about-top-gear-insults/1926452,FALSE,FALSE
https://www.bbc.com/news/uk-scotland-highlands-islands-43153998,FALSE,FALSE
https://abc7.com/long-beach-drifting-formula-drift-race/3314287/,FALSE,FALSE
https://atlanta.sbnation.com/atlanta-hawks/2011/5/19/2179151/today-show-wake-forest-story-jeff-teague-sexual-assault,FALSE,FALSE
https://www.forbes.com/sites/brucelee/2020/02/18/how-covid-19-coronavirus-is-uncovering-anti-asian-racism/,FALSE,TRUE
https://www.dawn.com/news/1228528,FALSE,FALSE
https://www.abqjournal.com/1461213/accused-rapist-back-in-jail-charged-with-2010-sex-assault.html,FALSE,FALSE
https://www.jamaicaobserver.com/latestnews/VPA_recommends_holistic_approach_to_policing,FALSE,FALSE
https://latimesblogs.latimes.com/lanow/2012/08/slaughterhouse-gets-to-stay-in-rosemead.html,FALSE,FALSE
https://www.bbc.co.uk/news/uk-wales-south-east-wales-32841561,FALSE,FALSE
